100	1001	6.0	3.0	10.0
100	1002	-6.0	6.0	9.0
100	1004	2.0	2.0	5.0
100	1005	0.0	6.0	7.0
100	1006	15.0	3.0	12.0
100	1007	-1.0	10.0	9.0
100	1008	16.0	8.0	-1.0
100	1010	-2.0	7.0	1.0
100	1011	1.0	1.0	18.0
100	1014	11.0	9.0	13.0
100	1015	-6.0	7.0	15.0
100	1016	16.0	9.0	9.0
100	1018	0.0	10.0	9.0
100	1019	14.0	7.0	6.0
100	1020	4.0	5.0	13.0
100	1021	7.0	1.0	3.0
100	1022	2.0	1.0	-4.0
100	1024	7.0	10.0	2.0
100	1025	-6.0	8.0	3.0
100	1026	6.0	5.0	-1.0
100	1027	-2.0	2.0	16.0
100	1028	1.0	7.0	-3.0
100	1029	-2.0	7.0	1.0
100	1030	10.0	8.0	1.0
100	1031	17.0	7.0	16.0
100	1032	2.0	2.0	8.0
100	1035	20.0	4.0	8.0
100	1036	-3.0	1.0	3.0
100	1037	2.0	8.0	-1.0
100	1039	2.0	5.0	0.0
100	1041	-1.0	4.0	16.0
100	1044	-4.0	5.0	3.0
100	1045	15.0	1.0	6.0
100	1046	4.0	4.0	-8.0
100	1047	5.0	6.0	8.0
100	1048	4.0	1.0	-3.0
100	1049	7.0	1.0	9.0
100	1050	11.0	1.0	4.0
100	1051	18.0	2.0	11.0
100	1052	15.0	10.0	4.0
100	1053	4.0	8.0	9.0
100	1054	-5.0	2.0	6.0
100	1055	1.0	1.0	9.0
100	1056	0.0	3.0	11.0
100	1057	2.0	7.0	15.0
100	1058	-1.0	5.0	12.0
100	1059	10.0	9.0	2.0
100	1060	14.0	5.0	3.0
100	1063	5.0	7.0	5.0
100	1064	13.0	3.0	-3.0
100	1065	18.0	4.0	-3.0
100	1066	12.0	1.0	13.0
100	1067	-2.0	6.0	3.0
100	1068	0.0	8.0	-3.0
100	1069	5.0	1.0	-1.0
100	1070	0.0	8.0	-1.0
100	1071	4.0	9.0	4.0
100	1072	2.0	1.0	7.0
100	1073	-4.0	2.0	1.0
100	1074	0.0	8.0	3.0
100	1075	16.0	8.0	11.0
100	1076	18.0	9.0	-4.0
100	1077	1.0	8.0	6.0
100	1079	-5.0	10.0	-1.0
100	1080	3.0	7.0	4.0
100	1081	15.0	5.0	-4.0
100	1082	17.0	1.0	0.0
100	1084	1.0	10.0	17.0
100	1085	8.0	5.0	5.0
100	1086	6.0	5.0	16.0
100	1087	8.0	9.0	11.0
100	1089	-4.0	9.0	0.0
100	1091	13.0	8.0	-3.0
100	1092	4.0	3.0	1.0
100	1093	9.0	3.0	1.0
100	1095	0.0	4.0	6.0
100	1097	8.0	5.0	1.0
100	1098	7.0	3.0	6.0
100	1099	3.0	8.0	8.0
100	1100	4.0	8.0	5.0
101	1001	5.993960029	4.265924536	9.985906735
101	1002	-5.985906735	5.746815093	8.987920059
101	1004	2.012079941	2.506369814	4.997986676
101	1005	0.016106588	4.987260371	6.995973353
101	1006	14.98188009	1.987260371	11.97986676
101	1007	-0.991946706	8.987260371	8.985906735
101	1008	15.97986676	6.860667918	-0.983893412
101	1010	-1.991946706	6.367037732	1.008053294
101	1011	1.014093265	1.253184907	17.97986676
101	1014	10.97986676	10.26592454	12.98188009
101	1015	-5.985906735	6.873407546	14.98993338
101	1016	15.98590674	9.253184907	9.002013324
101	1018	0.008053294	8.734075464	8.983893412
101	1019	13.98993338	7.126592454	5.993960029
101	1020	3.993960029	5.886147175	12.98792006
101	1021	7.002013324	-0.265924536	2.995973353
101	1022	2.014093265	0.873407546	-3.987920059
101	1024	7.002013324	8.734075464	2.012079941
101	1025	-5.983893412	8.886147175	3.004026647
101	1026	6.006039971	6.012739629	-0.989933382
101	1027	-1.985906735	3.139332082	15.97986676
101	1028	1.006039971	7.886147175	-2.981880088
101	1029	-1.981880088	7.759554721	1.018119912
101	1030	9.993960029	9.139332082	1.006039971
101	1031	16.98590674	5.987260371	15.98590674
101	1032	2.006039971	1.620222639	7.991946706
101	1035	19.97986676	4.126592454	7.987920059
101	1036	-2.981880088	2.265924536	3.004026647
101	1037	2.002013324	6.734075464	-0.983893412
101	1039	2.010066618	5.126592454	0.006039971
101	1041	-0.995973353	3.746815093	15.97986676
101	1044	-3.985906735	4.620222639	3.008053294
101	1045	14.98993338	2.139332082	5.993960029
101	1046	4.004026647	4.632962268	-7.979866765
101	1047	5.008053294	7.265924536	8.004026647
101	1048	3.995973353	0.873407546	-2.989933382
101	1049	6.995973353	0.620222639	8.993960029
101	1050	10.98590674	0.873407546	4.012079941
101	1051	17.98389341	3.139332082	10.98389341
101	1052	14.98792006	9.113852825	3.993960029
101	1053	4.010066618	7.113852825	8.985906735
101	1054	-4.979866765	2.506369814	5.997986676
101	1055	1.012079941	2.139332082	9.002013324
101	1056	0.020133235	3.253184907	10.99194671
101	1057	2.012079941	5.734075464	14.98389341
101	1058	-0.991946706	3.987260371	11.97986676
101	1059	9.995973353	7.987260371	2.008053294
101	1060	13.98389341	5.379777361	3.006039971
101	1063	5.002013324	7.253184907	4.995973353
101	1064	12.98993338	2.873407546	-2.981880088
101	1065	17.98188009	4.886147175	-2.981880088
101	1066	11.97986676	2.012739629	12.99396003
101	1067	-1.983893412	6.126592454	3.010066618
101	1068	0.020133235	8.253184907	-2.985906735
101	1069	5.006039971	-0.012739629	-0.979866765
101	1070	0.014093265	7.493630186	-0.979866765
101	1071	3.997986676	8.746815093	4.004026647
101	1072	2.006039971	1.759554721	6.991946706
101	1073	-3.981880088	2.886147175	1.012079941
101	1074	0.008053294	8.506369814	3.006039971
101	1075	15.98590674	6.860667918	10.99798668
101	1076	17.98389341	9.379777361	-3.983893412
101	1077	1.008053294	8.506369814	5.997986676
101	1079	-4.985906735	9.113852825	-0.981880088
101	1080	3.014093265	7.253184907	3.997986676
101	1081	14.98188009	4.493630186	-3.983893412
101	1082	16.98590674	2.012739629	0.020133235
101	1084	1.004026647	11.13933208	16.97986676
101	1085	7.991946706	4.113852825	4.991946706
101	1086	6.008053294	4.746815093	15.98389341
101	1087	7.997986676	10.01273963	10.98590674
101	1089	-3.983893412	9.379777361	0.018119912
101	1091	12.98188009	8.253184907	-2.985906735
101	1092	3.995973353	3.759554721	1.008053294
101	1093	8.985906735	2.113852825	1.014093265
101	1095	0.006039971	3.113852825	6.002013324
101	1097	7.991946706	4.493630186	1.014093265
101	1098	6.997986676	1.734075464	6.006039971
101	1099	3.002013324	6.987260371	8.004026647
101	1100	4.008053294	6.860667918	4.995973353
102	1001	5.975864438	5.511479872	9.94368369
102	1002	-5.94368369	5.497704026	8.951728877
102	1004	2.048271123	3.004591949	4.991954813
102	1005	0.064361497	3.990816103	6.983909626
102	1006	14.92759332	0.990816103	11.91954813
102	1007	-0.967819251	7.990816103	8.94368369
102	1008	15.91954813	5.739668115	-0.935638503
102	1010	-1.967819251	5.744260064	1.032180749
102	1011	1.05631631	1.502295974	17.91954813
102	1014	10.91954813	11.51147987	12.92759332
102	1015	-5.94368369	6.748852013	14.95977406
102	1016	15.94368369	9.502295974	9.008045187
102	1018	0.032180749	7.488520128	8.935638503
102	1019	13.95977406	7.251147987	5.975864438
102	1020	3.975864438	6.75803591	12.95172888
102	1021	7.008045187	-1.511479872	2.983909626
102	1022	2.05631631	0.748852013	-3.951728877
102	1024	7.008045187	7.488520128	2.048271123
102	1025	-5.935638503	9.75803591	3.016090374
102	1026	6.024135562	7.009183897	-0.959774064
102	1027	-1.94368369	4.260331885	15.91954813
102	1028	1.024135562	8.75803591	-2.927593315
102	1029	-1.927593315	8.506887923	1.072406685
102	1030	9.975864438	10.26033188	1.024135562
102	1031	16.94368369	4.990816103	15.94368369
102	1032	2.024135562	1.246556038	7.967819251
102	1035	19.91954813	4.251147987	7.951728877
102	1036	-2.927593315	3.511479872	3.016090374
102	1037	2.008045187	5.488520128	-0.935638503
102	1039	2.040225936	5.251147987	0.024135562
102	1041	-0.983909626	3.497704026	15.91954813
102	1044	-3.94368369	4.246556038	3.032180749
102	1045	14.95977406	3.260331885	5.975864438
102	1046	4.016090374	5.255739936	-7.919548128
102	1047	5.032180749	8.511479872	8.016090374
102	1048	3.983909626	0.748852013	-2.959774064
102	1049	6.983909626	0.246556038	8.975864438
102	1050	10.94368369	0.748852013	4.048271123
102	1051	17.9356385	4.260331885	10.9356385
102	1052	14.95172888	8.24196409	3.975864438
102	1053	4.040225936	6.24196409	8.94368369
102	1054	-4.919548128	3.004591949	5.991954813
102	1055	1.048271123	3.260331885	9.008045187
102	1056	0.080451872	3.502295974	10.96781925
102	1057	2.048271123	4.488520128	14.9356385
102	1058	-0.967819251	2.990816103	11.91954813
102	1059	9.983909626	6.990816103	2.032180749
102	1060	13.9356385	5.753443962	3.024135562
102	1063	5.008045187	7.502295974	4.983909626
102	1064	12.95977406	2.748852013	-2.927593315
102	1065	17.92759332	5.75803591	-2.927593315
102	1066	11.91954813	3.009183897	12.97586444
102	1067	-1.935638503	6.251147987	3.040225936
102	1068	0.080451872	8.502295974	-2.94368369
102	1069	5.024135562	-1.009183897	-0.919548128
102	1070	0.05631631	6.995408051	-0.919548128
102	1071	3.991954813	8.497704026	4.016090374
102	1072	2.024135562	2.506887923	6.967819251
102	1073	-3.927593315	3.75803591	1.048271123
102	1074	0.032180749	9.004591949	3.024135562
102	1075	15.94368369	5.739668115	10.99195481
102	1076	17.9356385	9.753443962	-3.935638503
102	1077	1.032180749	9.004591949	5.991954813
102	1079	-4.94368369	8.24196409	-0.927593315
102	1080	3.05631631	7.502295974	3.991954813
102	1081	14.92759332	3.995408051	-3.935638503
102	1082	16.94368369	3.009183897	0.080451872
102	1084	1.016090374	12.26033188	16.91954813
102	1085	7.967819251	3.24196409	4.967819251
102	1086	6.032180749	4.497704026	15.9356385
102	1087	7.991954813	11.0091839	10.94368369
102	1089	-3.935638503	9.753443962	0.072406685
102	1091	12.92759332	8.502295974	-2.94368369
102	1092	3.983909626	4.506887923	1.032180749
102	1093	8.94368369	1.24196409	1.05631631
102	1095	0.024135562	2.24196409	6.008045187
102	1097	7.967819251	3.995408051	1.05631631
102	1098	6.991954813	0.488520128	6.024135562
102	1099	3.008045187	5.990816103	8.016090374
102	1100	4.032180749	5.739668115	4.983909626
103	1001	5.945786092	6.716624557	9.873500881
103	1002	-5.873500881	5.256675089	8.891572184
103	1004	2.108427816	3.486649823	4.981928697
103	1005	0.144570422	3.026700355	6.963857395
103	1006	14.83735828	0.026700355	11.81928697
103	1007	-0.927714789	7.026700355	8.873500881
103	1008	15.81928697	4.655037899	-0.855429578
103	1010	-1.927714789	5.141687722	1.072285211
103	1011	1.126499119	1.743324911	17.81928697
103	1014	10.81928697	12.71662456	12.83735828
