10, 5, 5
10, 5, 6
10, 5, 7
9, 5, 7
9, 5, 8
9, 5, 9
8, 5, 9
7, 5, 9
7, 5, 10
6, 5, 10
5, 5, 10
4, 5, 10
3, 5, 10
3, 5, 9
2, 5, 9
1, 5, 8
1, 5, 7
0, 5, 7
0, 5, 6
0, 5, 5
0, 5, 4
0, 5, 3
1, 5, 3
1, 5, 2
2, 5, 1
3, 5, 1
3, 5, 0
4, 5, 0
5, 5, 0
6, 5, 0
7, 5, 0
7, 5, 1
8, 5, 1
9, 5, 1
9, 5, 2
9, 5, 3
10, 5, 3
10, 5, 4
